name,release_date,steamspy_tags,median_playtime,price
The Incredible Adventures of Van Helsing,2013-05-22,RPG;Hack and Slash;Action RPG,720,10.99
Zombie Playground™,2016-10-31,Action;Indie;RPG,5,6.99
Demonicon,2013-10-24,RPG;Action;Adventure,654,6.99
Home,2012-08-31,Indie;Adventure;Horror,21,1.99
Zeno Clash 2,2013-04-30,Action;Indie;Surreal,190,10.99
Fieldrunners 2,2013-01-10,Tower Defense;Strategy;Casual,0,6.99
Shad'O,2012-09-04,Indie;Tower Defense;Strategy,58,3.99
Dream Pinball 3D,2012-09-19,Simulation;Casual;Pinball,284,4.99
Closers,2018-02-06,Anime;Free to Play;Massively Multiplayer,283,0.0
Dungeon-Party,2013-03-13,Free to Play;Massively Multiplayer;Multiplayer,1,0.0
Jagged Alliance 2 - Wildfire,2012-11-16,Strategy;RPG;Turn-Based Tactics,420,4.99
Go Home Dinosaurs!,2013-03-14,Tower Defense;Casual;Strategy,458,6.99
Tiny Troopers,2012-08-24,Action;Strategy;Indie,35,3.99
Gemini Wars,2012-11-02,Strategy;Indie;Space,0,10.99
MapleStory,2012-08-09,Free to Play;Massively Multiplayer;RPG,106,0.0
Secret Files 3,2012-09-13,Adventure;Point & Click;Female Protagonist,0,7.99
Don Bradman Cricket 14,2014-06-25,Sports;Simulation;Indie,0,15.49
Gateways,2012-09-13,Indie;Puzzle;Platformer,9,3.99
Great Big War Game,2012-08-28,Strategy;Indie;Turn-Based Strategy,0,4.99
Blood Bowl: Chaos Edition,2012-10-11,Sports;Strategy;Board Game,342,11.99
Of Orcs And Men,2012-10-11,RPG;Fantasy;Action,74,10.99
Luxor: Amun Rising HD,2012-09-03,Casual;Match 3;Puzzle,0,6.99
Waves 2,2015-12-16,Early Access;Indie;Casual,0,6.99
Rise of the Triad,2013-07-31,FPS;Action;Fast-Paced,343,10.99
Worms Armageddon,2013-03-19,Strategy;Multiplayer;Classic,470,10.99
Karateka,2012-12-03,Action;Indie;Fighting,0,2.89
Din's Curse,2012-08-22,RPG;Indie;Action,0,6.99
Anna - Extended Edition,2013-04-12,Horror;Adventure;Indie,269,7.99
Age of Conan: Unchained,2013-02-22,Free to Play;Massively Multiplayer;RPG,135,0.0
Dogfight 1942,2012-09-21,Simulation;Flight;World War II,0,6.99
Alien Rage - Unlimited,2013-09-24,Action;FPS;Sci-fi,355,14.99
Nethergate: Resurrection,2012-10-05,RPG;Indie;Strategy,0,3.99
Democracy 2,2012-10-11,Simulation;Strategy;Indie,0,14.99
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2013-02-26,Platformer;Indie;Rhythm,90,10.99
Unity of Command: Stalingrad Campaign,2012-10-17,Strategy;World War II;Turn-Based Strategy,8368,14.99
PlanetSide 2,2012-11-20,Free to Play;Massively Multiplayer;FPS,150,0.0
Defender's Quest: Valley of the Forgotten (DX edition),2012-10-30,Tower Defense;RPG;Indie,1365,10.99
Planets Under Attack,2012-09-27,Strategy;Indie;Space,303,6.99
PAYDAY 2,2013-08-13,Co-op;Action;FPS,890,7.49
Lucius,2012-10-26,Horror;Adventure;Nudity,190,6.99
iBomber Attack,2012-11-01,Action;Indie;Adventure,0,4.99
Scribblenauts Unlimited,2013-02-15,Puzzle;Casual;Adventure,390,14.99
Angelica Weaver: Catch Me When You Can,2013-01-07,Adventure;Casual;Hidden Object,0,9.99
Pid,2012-10-31,Indie;Platformer;Adventure,65,6.99
Mercenary Kings: Reloaded Edition,2014-03-25,Action;Indie;2D,403,14.99
Miner Wars Arena,2012-08-28,Action;Indie,0,3.99
Hotline Miami,2012-10-23,Great Soundtrack;Action;Violent,237,6.99
Ultratron,2013-03-18,Action;Indie;Arcade,84,7.19
Droid Assault,2013-01-09,Action;Indie;Arcade,8,7.19
The Banner Saga: Factions,2013-02-25,Free to Play;Strategy;RPG,190489,0.0
Chivalry: Medieval Warfare,2012-10-16,Medieval;Multiplayer;Action,293,18.99
Proteus,2013-01-30,Exploration;Relaxing;Walking Simulator,48,6.99
Dogs of War Online,2014-02-04,Free to Play;Strategy;Turn-Based Strategy,29,0.0
Beyond Divinity,2012-10-29,RPG;Singleplayer;Isometric,13,4.79
Divinity II: Developer's Cut,2012-10-29,RPG;Fantasy;Open World,70,14.99
King Arthur's Gold,2013-11-05,Action;Multiplayer;2D,378,0.0
Antichamber,2013-01-31,Puzzle;First-Person;Indie,181,14.99
Edna & Harvey: Harvey's New Eyes,2012-10-16,Point & Click;Adventure;Dark Humor,268,15.99
NiGHTS Into Dreams,2012-12-17,Adventure;Classic;Great Soundtrack,16,5.59
Grim Dawn,2016-02-25,Action RPG;RPG;Hack and Slash,1539,19.99
The Journey Down: Chapter One,2013-01-09,Adventure;Point & Click;Indie,327,5.99
Trials Evolution: Gold Edition,2013-03-21,Racing;Action;Level Editor,508,16.99
Kerbal Space Program,2015-04-27,Space;Simulation;Sandbox,351,29.99
Far Cry 3,2012-11-28,Open World;FPS;Action,794,16.99
Farming Simulator 2013 Titanium Edition,2013-10-09,Simulation;Multiplayer;Casual,1357,11.39
Nancy Drew®: The Deadly Device,2012-10-23,Adventure;Point & Click;Mystery,0,15.49
DmC: Devil May Cry,2013-01-24,Action;Hack and Slash;Great Soundtrack,558,23.99
Cargo Commander,2012-11-01,Action;Indie;Platformer,694,2.09
StarDrive,2013-04-26,Strategy;4X;Space,0,22.99
RPG Maker VX Ace,2012-12-10,Game Development;RPG;RPGMaker,465,52.99
